chr1	10003	10156	0	name	-
chr1	10200	10467	0	name	-
chr1	16818	16846	0	name	-
chr1	17568	17594	0	name	-
chr1	28998	29026	0	name	-
chr1	29048	29073	0	name	+
chr1	29257	29306	0	name	-
chr1	79540	79569	0	name	-
chr1	131383	131410	0	name	-
chr1	132967	132992	0	name	+
chr1	135697	135735	0	name	+
chr1	180089	180111	0	name	-
chr1	180132	180181	0	name	-
chr1	180226	180253	0	name	-
chr1	180404	180486	0	name	-
chr1	180541	180594	0	name	-
chr1	180665	180723	0	name	-
chr1	180888	180997	0	name	-
chr1	181572	181600	0	name	+
chr1	187340	187368	0	name	-
chr1	188092	188118	0	name	-
chr1	199514	199542	0	name	-
chr1	199564	199589	0	name	+
chr1	199773	199822	0	name	-
chr1	365234	365260	0	name	-
chr1	373554	373575	0	name	+
chr1	375850	375885	0	name	-
chr1	381134	381156	0	name	+
chr1	381786	381807	0	name	+
chr1	487370	487397	0	name	-
chr1	488954	488979	0	name	+
chr1	491680	491718	0	name	+
chr1	594298	594324	0	name	-
chr1	604050	604085	0	name	-
chr1	609320	609342	0	name	+
chr1	610848	610869	0	name	+
chr1	633420	633464	0	name	-
chr1	722367	722394	0	name	-
chr1	723951	723976	0	name	+
chr1	726683	726721	0	name	+
chr1	790100	790118	0	name	+
chr1	803792	803818	0	name	+
chr1	827986	828027	0	name	+
chr1	870016	870042	0	name	-
chr1	875878	875913	0	name	-
chr1	875921	875966	0	name	-
chr1	875974	876009	0	name	-
chr1	876054	876281	0	name	-
chr1	876290	876433	0	name	-
chr1	902899	902925	0	name	+
chr1	904022	904055	0	name	-
chr1	904114	904140	0	name	+
chr1	904951	904990	0	name	+
chr1	905410	905447	0	name	-
chr1	905993	906024	0	name	-
chr1	910321	910344	0	name	-
chr1	910558	910585	0	name	-
chr1	911685	911713	0	name	+
chr1	916315	916340	0	name	+
chr1	916586	916614	0	name	+
chr1	916985	917004	0	name	-
chr1	920164	920190	0	name	+
chr1	925659	925682	0	name	+
chr1	928619	928645	0	name	+
chr1	928658	928680	0	name	-
chr1	935419	935449	0	name	-
chr1	936447	936484	0	name	+
chr1	937227	937245	0	name	-
chr1	937696	937726	0	name	-
chr1	938480	938504	0	name	+
chr1	942375	942404	0	name	-
chr1	942719	942741	0	name	-
chr1	945472	945494	0	name	-
chr1	947203	947232	0	name	-
chr1	948671	948698	0	name	-
chr1	950936	950970	0	name	-
chr1	955745	955785	0	name	-
chr1	959108	959135	0	name	-
chr1	960951	960974	0	name	-
chr1	961195	961223	0	name	+
chr1	961566	961599	0	name	+
chr1	961759	961800	0	name	-
chr1	962645	962674	0	name	-
chr1	962923	962948	0	name	-
chr1	967767	967787	0	name	+
chr1	970857	970896	0	name	-
chr1	971518	971535	0	name	-
chr1	971727	971748	0	name	+
chr1	972804	972823	0	name	+
chr1	973321	973353	0	name	-
chr1	973802	973827	0	name	-
chr1	973862	973886	0	name	-
chr1	974111	974145	0	name	+
chr1	974748	974771	0	name	+
chr1	975377	975426	0	name	-
chr1	976075	976099	0	name	+
chr1	978776	978810	0	name	-
chr1	980502	980533	0	name	+
chr1	980550	980598	0	name	+
chr1	981254	981290	0	name	-
chr1	996162	996189	0	name	+
chr1	996971	997012	0	name	-
chr1	997797	997822	0	name	-
chr1	997851	997882	0	name	+
chr1	998532	998556	0	name	+
chr1	999082	999108	0	name	-
chr1	999214	999246	0	name	+
chr1	1000362	1000410	0	name	+
chr1	1003279	1003309	0	name	+
chr1	1015665	1015685	0	name	+
chr1	1019775	1019808	0	name	+
chr1	1020378	1020401	0	name	-
chr1	1020506	1020532	0	name	+
chr1	1022471	1022505	0	name	+
chr1	1023996	1024030	0	name	+
chr1	1025106	1025125	0	name	-
chr1	1025227	1025245	0	name	-
chr1	1025611	1025662	0	name	-
chr1	1026125	1026153	0	name	-
chr1	1031553	1031583	0	name	-
chr1	1032928	1032953	0	name	-
chr1	1037157	1037177	0	name	+
chr1	1039565	1039590	0	name	+
chr1	1039798	1039866	0	name	+
chr1	1039961	1039990	0	name	+
chr1	1040475	1040499	0	name	+
chr1	1043746	1043765	0	name	+
chr1	1045900	1045924	0	name	+
chr1	1046092	1046120	0	name	+
chr1	1046480	1046509	0	name	-
chr1	1046608	1046635	0	name	-
chr1	1047714	1047743	0	name	+
chr1	1049528	1049553	0	name	-
chr1	1050593	1050626	0	name	+
chr1	1053412	1053442	0	name	-
chr1	1056420	1056455	0	name	+
chr1	1057347	1057376	0	name	+
chr1	1059317	1059342	0	name	+
chr1	1059497	1059533	0	name	-
chr1	1062912	1062943	0	name	-
chr1	1063818	1063839	0	name	-
chr1	1065524	1065551	0	name	+
chr1	1066520	1066542	0	name	+
chr1	1067497	1067522	0	name	+
chr1	1070235	1070253	0	name	-
chr1	1073202	1073239	0	name	+
chr1	1073248	1073273	0	name	+
chr1	1081851	1081886	0	name	-
chr1	1083127	1083156	0	name	-
chr1	1083670	1083701	0	name	+
chr1	1084116	1084143	0	name	+
chr1	1084212	1084242	0	name	+
chr1	1084762	1084787	0	name	-
chr1	1084860	1084875	0	name	-
chr1	1087947	1087971	0	name	-
chr1	1088191	1088231	0	name	-
chr1	1088239	1088284	0	name	-
chr1	1088310	1088359	0	name	-
