chr1	14664	14683	name	0	+
chr1	17211	17236	name	0	-
chr1	21761	21777	name	0	-
chr1	21892	21916	name	0	-
chr1	37529	37555	name	0	+
chr1	40581	40601	name	0	-
chr1	96431	96451	name	0	+
chr1	170425	170447	name	0	+
chr1	180288	180310	name	0	-
chr1	185185	185204	name	0	+
chr1	187733	187758	name	0	-
chr1	192285	192301	name	0	-
chr1	192416	192440	name	0	-
chr1	273015	273035	name	0	+
chr1	364709	364738	name	0	+
chr1	380422	380446	name	0	+
chr1	381893	381911	name	0	-
chr1	406872	406892	name	0	+
chr1	529020	529042	name	0	+
chr1	588086	588109	name	0	-
chr1	593773	593802	name	0	+
chr1	610955	610973	name	0	-
chr1	642622	642642	name	0	+
chr1	770844	770866	name	0	+
chr1	797787	797804	name	0	-
chr1	806428	806447	name	0	+
chr1	834929	834959	name	0	-
chr1	836457	836475	name	0	-
chr1	866589	866610	name	0	-
chr1	866638	866659	name	0	-
chr1	866687	866708	name	0	-
chr1	866736	866757	name	0	-
chr1	866785	866806	name	0	-
chr1	866834	866855	name	0	-
chr1	866883	866904	name	0	-
chr1	866932	866953	name	0	-
chr1	867030	867051	name	0	-
chr1	888698	888725	name	0	+
chr1	890028	890045	name	0	+
chr1	902074	902094	name	0	+
chr1	908495	908517	name	0	+
chr1	925249	925277	name	0	+
chr1	926708	926729	name	0	-
chr1	931428	931445	name	0	-
chr1	933357	933376	name	0	+
chr1	934367	934385	name	0	+
chr1	934507	934525	name	0	+
chr1	934591	934609	name	0	+
chr1	934619	934637	name	0	+
chr1	934927	934945	name	0	+
chr1	938132	938151	name	0	+
chr1	940065	940083	name	0	+
chr1	940988	941010	name	0	-
chr1	941084	941103	name	0	+
chr1	943193	943212	name	0	+
chr1	944125	944145	name	0	-
chr1	944504	944523	name	0	-
chr1	948264	948283	name	0	+
chr1	952996	953013	name	0	-
chr1	960570	960586	name	0	+
chr1	962259	962279	name	0	-
chr1	964252	964277	name	0	-
chr1	964617	964634	name	0	+
chr1	964656	964672	name	0	+
chr1	964694	964710	name	0	+
chr1	964732	964748	name	0	+
