chr1	21443	21471	name	0	-
chr1	109069	109089	name	0	+
chr1	134680	134700	name	0	-
chr1	169708	169726	name	0	-
chr1	191967	191995	name	0	-
chr1	285639	285659	name	0	+
chr1	377389	377410	name	0	+
chr1	490663	490683	name	0	-
chr1	528304	528322	name	0	-
chr1	632985	633005	name	0	-
chr1	725666	725686	name	0	-
chr1	770156	770174	name	0	-
chr1	827432	827454	name	0	+
chr1	834931	834953	name	0	-
chr1	863223	863242	name	0	+
chr1	870066	870087	name	0	-
chr1	875577	875596	name	0	-
chr1	897875	897895	name	0	+
chr1	900152	900192	name	0	-
chr1	925283	925305	name	0	+
chr1	931548	931568	name	0	+
chr1	933044	933067	name	0	-
chr1	944502	944530	name	0	-
chr1	948429	948449	name	0	-
chr1	951283	951306	name	0	-
chr1	952724	952744	name	0	-
chr1	955007	955029	name	0	-
chr1	959394	959413	name	0	+
chr1	964604	964625	name	0	+
chr1	971446	971463	name	0	+
chr1	976671	976689	name	0	-
chr1	978173	978194	name	0	-
chr1	978215	978233	name	0	-
chr1	981105	981128	name	0	-
chr1	1006060	1006081	name	0	-
chr1	1014600	1014622	name	0	+
chr1	1023147	1023172	name	0	+
chr1	1024291	1024310	name	0	-
chr1	1024748	1024770	name	0	-
chr1	1033953	1033971	name	0	-
chr1	1040559	1040579	name	0	+
chr1	1043156	1043178	name	0	+
chr1	1069123	1069150	name	0	-
chr1	1070390	1070420	name	0	+
chr1	1075116	1075135	name	0	-
chr1	1081442	1081462	name	0	-
chr1	1091608	1091628	name	0	+
chr1	1091785	1091805	name	0	+
chr1	1117031	1117057	name	0	+
chr1	1125358	1125378	name	0	+
chr1	1149510	1149534	name	0	-
chr1	1160403	1160423	name	0	+
chr1	1162255	1162278	name	0	+
chr1	1166662	1166684	name	0	+
chr1	1170552	1170571	name	0	-
chr1	1173600	1173621	name	0	+
chr1	1199324	1199345	name	0	+
chr1	1202929	1202950	name	0	+
chr1	1208335	1208353	name	0	-
chr1	1208630	1208656	name	0	+
chr1	1209414	1209435	name	0	+
chr1	1219246	1219269	name	0	-
chr1	1220783	1220804	name	0	+
chr1	1227801	1227823	name	0	+
chr1	1241415	1241435	name	0	+
chr1	1259680	1259700	name	0	-
chr1	1281468	1281488	name	0	-
chr1	1284210	1284231	name	0	+
chr1	1286567	1286591	name	0	+
chr1	1295048	1295066	name	0	-
chr1	1297242	1297265	name	0	+
chr1	1297334	1297357	name	0	+
chr1	1297468	1297491	name	0	+
chr1	1297560	1297583	name	0	+
chr1	1297692	1297715	name	0	+
chr1	1309050	1309067	name	0	-
chr1	1310541	1310560	name	0	-
chr1	1314483	1314505	name	0	-
chr1	1321703	1321723	name	0	-
chr1	1324851	1324872	name	0	-
chr1	1336616	1336636	name	0	+
chr1	1343720	1343741	name	0	+
chr1	1348543	1348571	name	0	-
chr1	1352028	1352058	name	0	-
chr1	1352937	1352960	name	0	+
chr1	1357366	1357386	name	0	-
chr1	1433819	1433846	name	0	+
